id,lat,lon,operator,brand
5905797683,46.4448421,6.2972219,Unknown,Socar
5924411446,47.1721081,8.5109711,BP,SOCAR
5924878034,46.6276112,6.5773977,Unknown,Jubin Frères SA
5927470460,46.854138,9.5138563,Unknown,Coop
5940499368,47.2457204,8.5325333,Migrol,Migrol
5948084114,47.4969811,7.6092816,Unknown,Unknown
5948764220,46.3726451,8.0931904,Unknown,Unknown
5949227115,46.5342521,8.3480446,Unknown,Unknown
5954425429,46.7878399,8.1601032,Unknown,Unknown
5961692300,46.4975931,9.8986662,Unknown,Unknown
5968334800,46.1145201,8.7061371,Unknown,Picadilly
5989533166,47.1310714,7.2445162,Unknown,Unknown
6002697604,47.0250676,8.3067359,Unknown,Shell
6002697605,47.0254205,8.3061411,Unknown,Avia
6010865073,47.2259079,8.948647,Unknown,Unknown
6051671827,46.967471,7.1239746,Unknown,Unknown
6051671832,46.9665151,7.1239378,Unknown,Migrol
6052931654,47.1477077,8.5066809,Unknown,AVIA
6069054884,46.8081343,7.1039146,Unknown,Unknown
6076240798,47.2484602,8.5303804,Unknown,Unknown
6088224395,47.288847,8.7120186,Unknown,Ruedi Rüssel
6088844211,46.9726066,7.4119984,Unknown,Unknown
6090147784,47.4870584,9.3025398,Unknown,Unknown
6104266824,46.8464072,9.5113263,Unknown,Eni
6109275785,46.9355169,7.4155811,Agrola,Agrola
6109419085,46.6788715,7.8513205,Coop,Coop
6111365297,46.8564624,9.5345568,Unknown,Eni
6111365298,46.8564912,9.5349676,Unknown,Eni
6120031542,47.4811737,7.9759872,Unknown,Unknown
6152961334,46.7512074,8.0508374,Unknown,Oeltrans
6165583983,46.1788331,7.8050882,Unknown,Eni
6171424585,46.3183705,7.6029076,Unknown,Tamoil
6172667887,46.1697157,8.7848342,Unknown,Unknown
6177659238,47.1973535,7.4258247,Migrol,Migrol
6180364746,47.5967675,8.6695533,Unknown,Unknown
6180769025,47.2954643,9.0939716,Säntis Energie,Unknown
6184251915,46.807206,9.3991886,Unknown,Socar
6184252057,46.8378294,9.463571,Unknown,Shell
6184579379,46.8520803,9.505097,Unknown,Avia
6193616973,47.5465053,8.8417873,Landi,Agrola
6199021685,47.4622999,9.0252666,Sandro Ehrbar,Unknown
6214401205,47.0469431,8.2566641,Unknown,Avia
6216963685,46.308748,7.6520046,Unknown,Unknown
6223284379,47.6511794,8.6527307,Garage Bolli,Unknown
6233652366,46.3375414,6.930405,Unknown,Eni
6233652367,46.3392448,6.9318739,Unknown,Eni
6243050151,46.7914783,7.6065344,Unknown,Tamoil
6243074754,46.878274,7.6150749,Unknown,Agrola
6251318201,47.5713016,8.9145118,Unknown,BP
6253517961,47.1683336,8.7266515,Unknown,Hergol
6275148234,46.5159036,6.5330847,Unknown,BP
6301355684,47.060123,7.6254125,Unknown,Avia
6316884771,46.3179184,6.9582264,Unknown,Unknown
6320502728,46.9579824,7.4365282,Unknown,Avia
6326773386,47.6685485,8.9856754,Unknown,Unknown
6328386301,46.9356717,7.4147502,Hess AG Zollikofen,Hess
6340573497,46.2243957,7.3014718,Unknown,Unknown
6367818185,46.9091338,6.6072462,Unknown,Unknown
6372520434,46.9100128,8.2933994,Unknown,Avia
6376754191,46.3403985,6.8902153,Unknown,Unknown
6389192666,47.1362761,7.9222507,Unknown,Agrola
6407345181,47.3536972,8.9328548,Landi Bachtel,Agrola
6431135289,46.2402169,9.135969,Unknown,Avia
6434199505,46.9416185,7.3964881,Unknown,Shell
6443603892,46.9423225,8.2719746,Unknown,Unknown
6454393592,46.6616188,9.582481,Unknown,Tamoil
6461054588,46.6152944,7.1700363,Unknown,Unknown
6466301764,46.8088138,9.5322498,Unknown,Eni
6466435960,47.5242451,7.604393,Coop Mineraloel,Coop
6480377280,47.3264264,8.7832515,El Rolbanito,Unknown
6485025085,47.5124357,7.7195888,Coop Mineraloel,Coop
6503094668,47.1958338,7.7173387,Unknown,Unknown
6504630732,47.1087611,7.3592209,Unknown,Unknown
6512147358,47.1113537,7.0780138,Mérillat Mazout SA,Unknown
6530443337,47.1746331,7.3305535,Unknown,Unknown
6530444717,47.1805165,7.3613778,Unknown,Ruedi Rüssel
6536906986,46.6810049,8.7815181,Unknown,ecostop
6584592532,47.2638374,8.4283067,Landi Obfelden,Agrola
6603380443,47.2155334,8.6066365,LANDI Zimmerberg,Agrola
6611751135,47.3926384,8.475161,Unknown,Independent
6613039261,47.4207777,9.0689778,Unknown,Unknown
6631024141,46.461222,6.342127,Unknown,Esso
6680253709,47.4500535,8.7017149,BP,BP
6681758290,47.0089719,7.1610566,Unknown,Unknown
6690913647,47.4614909,9.0424289,Post,Unknown
6700752605,46.967113,7.1893047,Unknown,Agrola
6700826348,47.1595172,7.214756,Unknown,Unknown
6703441119,47.2800616,7.3895902,Unknown,Coop Pronto
6762373476,46.8392537,8.1901457,Unknown,BP
6774918763,47.0700524,8.2843619,MACRO SWISS ENERGY AG,MACRO SWISS ENERGY AG
6779296606,46.9535776,7.1865606,Unknown,Ruedi Rüssel
6796486568,46.041384,7.1473065,Unknown,eni
6812900280,46.9663157,8.3529013,Migrol,Migrol
6835510255,47.3706167,7.9822724,Garage Marti AG,BP
6853724786,47.4086524,9.3299532,Unknown,Agrola
6858204330,47.142562,7.2578552,Unknown,Unknown
6868334960,46.9935595,7.4574499,Unknown,Avia
6869927506,47.2984159,7.6155132,Unknown,Tamoil
6869927508,47.3034182,7.6323208,Unknown,Voegtlin-Meyer
6870084947,47.2794591,7.5252603,Merillat SA,Unknown
6871040108,47.2808441,7.5311401,Unknown,JUBIN
6874188877,46.2312389,7.3633881,Unknown,Unknown
6875534651,46.3117246,10.0625073,Unknown,Unknown
6877267134,47.3121226,7.6937459,Unknown,Unknown
6877687313,47.3103099,7.6890231,Unknown,Unknown
6877726982,47.3109843,7.6895856,Unknown,Ruedi Rüssel
6877899832,47.3116448,7.6826113,Unknown,Unknown
6881273113,47.3361217,7.7071892,Unknown,Unknown
6886005035,47.3462785,7.6571106,Unknown,Unknown
6887869020,47.3443957,7.7036982,Unknown,Unknown
6893086547,47.2564766,7.6604646,Unknown,Unknown
6899769189,46.1917406,9.0181221,Unknown,Eni
6916065079,46.2291106,7.362932,Unknown,Tamoil
6949608209,47.3545685,8.0546458,Unknown,Eni
6983767347,46.8942145,7.3323707,Unknown,G&O
7003233349,47.3572373,8.6422562,Avia Osterwalder Zürich,Avia
7021621077,46.8862804,7.5556095,Unknown,Shell
7051810399,47.3891035,8.5101259,Unknown,Unknown
7058350886,47.5319274,9.1891178,Migrol,Migrol
7064077373,47.217308,7.7686485,Coop Mineraloel,Unknown
7088159116,45.8374642,9.0233567,Unknown,Unknown
7096350846,46.2016417,7.8414675,Unknown,BP
7105143246,47.3617404,8.0514674,Unknown,Eni
7111931002,47.2408639,8.714637,SOCAR Energy Switzerland,SOCAR
7124256385,47.5670281,8.9084935,Coop Mineraloel,Coop
7129021552,46.2022406,6.1547596,Unknown,BP
7140147908,46.0459982,8.9841399,Granpremiogomme,Righetti
7159893353,46.9546204,7.4771273,Unknown,Unknown
7169643795,46.3090876,7.9714455,Unknown,BP
7180524077,47.2646326,8.661027,Unknown,Coop
7181832094,46.616132,9.9912607,Unknown,Unknown
7188187260,46.4013772,9.6955164,Unknown,BP
7212592985,47.1910936,7.1123575,Maurice Greangean,Unknown
7216902618,47.4157791,7.082515,Unknown,Tamoil
7219104975,47.000602,8.5781593,Burgfluh Garage,Ruedi Rüssel
7227684701,47.4485975,8.1437519,Migrol,Migrol
7234871003,47.4224599,9.5513276,LAVEBA Genossenschaft,Agrola
7235474663,47.4158185,7.0796919,Unknown,Unknown
7283569729,47.6927894,8.6233036,SOCAR Energy Switzerland,SOCAR
7319282794,46.5573021,9.6248697,Unknown,Avia
7352171273,46.5121581,6.6592735,BP,BP
7358597529,47.7099891,8.8209668,SOCAR Energy Switzerland,SOCAR
7360125203,47.3214243,8.640888,Garage Marcel Wyder,Ruedi Rüssel
7390911007,47.3700201,8.0791765,volenergy AG,Ruedi Rüssel
7403418119,47.4017851,8.4526451,A.H. Meyer & Cie,Avia
7419682648,47.5634184,8.907842,Unknown,Shell
7419682650,47.562051,8.9057258,Migrol,Migrol
7443294871,46.7962334,7.1437256,Unknown,Minipirix
7444398176,47.1072197,8.0848217,Landi,Agrola
7463799585,47.3115525,7.8947767,Migrol,Migrol
7473300628,47.5260002,8.2424829,Coop Mineraloel,Coop
7515746721,46.8979061,7.901853,Unknown,Unknown
7522442385,47.5512923,9.152884,Unknown,Unknown
7522442485,47.5493017,9.1568209,Unknown,Unknown
7527143796,47.5306124,9.124147,Unknown,Unknown
7549225407,46.8457279,7.676229,Garage Linder,Unknown
7549225408,46.8491911,7.7010836,Garage Gasser,Unknown
7590744179,47.3158438,7.800985,Unknown,Unknown
7598222946,47.3527198,8.2539146,Unknown,Unknown
7600258535,47.4648644,7.8467838,Coop Mineraloel,Coop
7600260673,47.5520329,7.8035659,Coop Mineraloel,Coop
7600279693,47.4388056,7.5286512,Coop Mineraloel,Coop
7600324461,47.6394892,9.2031885,Coop Mineraloel,Coop
7600332343,47.1938289,8.8172135,Coop Mineraloel,Coop
7600356612,47.4797891,8.9949493,Coop Mineraloel,Coop
7600391895,47.3064785,8.8168191,Coop Mineraloel,Coop
7600435654,47.4122547,8.2230051,Coop Mineraloel,Coop
7603656814,47.1295404,7.4481518,Unknown,Unknown
7606126485,46.2003274,6.1369138,Unknown,Unknown
7643943887,47.5447787,9.285074,Unknown,Tamoil
7649685748,47.1962111,7.707498,Unknown,Unknown
7673857088,47.5305185,7.6383204,SOCAR Energy Switzerland,SOCAR
7673864020,47.5236976,7.7059913,Migrol,Migrol
7674184801,47.4392075,7.5385737,Migrol,Migrol
7680137105,47.530595,7.6503672,Unknown,Avia
7682857071,47.5622618,9.1247731,SOCAR Energy Switzerland,SOCAR
7682864190,47.5182643,9.0007909,SOCAR Energy Switzerland,Socar
7682902458,47.6442767,9.1810486,Migrol,Migrol
7682992145,47.4683386,9.109392,Migrol,Migrol
7683096203,47.6488321,8.8700763,Migrol,Migrol
7684921023,47.2737376,8.9118883,Shell (Switzerland),Shell
7702297267,47.39634,8.4400249,SOCAR Energy Switzerland,Socar
7702874122,47.2658346,8.7298735,SOCAR Energy Switzerland,SOCAR
7703029466,47.2434711,8.9588423,SOCAR Energy Switzerland,SOCAR
7704856269,47.2590921,8.1847435,Migrol,Migrol
7706911945,47.5537444,7.6085199,Migrol,Migrol
7706952223,47.4145345,7.5430341,Migrol,Migrol
7707275593,47.4786201,9.4756019,Migrol,Migrol
7707526738,46.9653417,7.4577172,Migrol,Migrol
7710511664,47.5587537,8.4345861,Migrol,Migrol
7710695297,47.235038,8.1932781,Migrol,Migrol
7710911042,47.3666153,8.3135613,Migrol,Migrol
7710912979,47.3216477,8.037042,Migrol,Migrol
7710938451,47.4833039,7.5395269,Migrol,Migrol
7710986564,47.1527031,8.1164104,Migrol,Migrol
7761067547,47.4629814,9.0219896,Coop Mineraloel,Unknown
7765697299,47.4919525,9.2444455,Unknown,Agrola
7776671931,47.3667668,7.165339,Paupe Station SA,Unknown
7784009538,46.3586227,6.2154636,Unknown,Eni
7788196025,47.4399049,9.25461,Unknown,Coop Pronto
7797574860,47.1955173,7.5894385,Unknown,Unknown
7798693088,46.7388524,7.5219397,Unknown,Unknown
7830137785,46.5371324,6.8287455,Unknown,Unknown
7830722251,46.791587,10.2829705,AutoDaPosta,Unknown
7855087037,46.2522267,10.1276734,Unknown,Unknown
7855094421,46.3456599,9.5962,Unknown,Socar
7897609235,47.1620064,7.2857211,Unknown,Avia
7903295171,47.1435298,7.6673585,Unknown,Unknown
7904036275,46.3998649,8.1339393,Unknown,BP
7906538121,47.1146897,7.8652437,Unknown,Unknown
7914281885,47.3384962,8.5404282,Unknown,Unknown
7922806895,47.4801086,9.5316053,Shell (Switzerland),Shell
7923664286,47.5580273,8.498791,Unknown,Unknown
7940332961,46.5007788,6.4817052,Unknown,Unknown
7944269385,47.1956063,8.821294,Unknown,Unknown
7944269485,47.2698833,8.5878572,Unknown,Unknown
7945556109,45.9852367,8.8902769,Unknown,Unknown
7976103204,47.4795882,9.5281745,Osterwalder St. Gallen AG,Avia
8009892659,47.0014945,7.2738638,Unknown,Avia
8011299886,46.0960104,7.0684308,Unknown,Combustia
8011299887,46.0969064,7.0691349,Unknown,BP
8015746577,46.2016235,8.657239,Unknown,Unknown
8042153992,46.9181094,7.1118589,Agrola,Unknown
8047894497,46.2740127,7.0637315,Unknown,Unknown
8050268168,47.0686334,7.5779079,Unknown,Avia
8091536612,46.8395485,7.5437947,Unknown,Agrola
8103961457,46.9836793,9.1458761,Unknown,Unknown
8112296024,47.6716714,8.4645069,Unknown,AVIA
8140040906,47.1080129,6.8310432,Unknown,Unknown
8143654398,47.5849101,8.2449029,Unknown,Ruedi Rüssel
8143698924,47.600102,8.226213,Unknown,Ruedi Rüssel
8151175308,46.6017536,6.6142359,Unknown,Tamoil
8168277323,47.2053231,7.5502446,Shell (Switzerland),Shell
8174535549,47.3870154,8.1647745,Unknown,Unknown
8191417545,47.4306294,8.6875185,Unknown,Unknown
8195983410,46.267267,6.9530296,Unknown,Shell
8198230979,46.9332438,7.4225978,Tamoil,Tamoil
8262631150,47.4154408,8.7205647,Unknown,Agrola
8262954422,46.9527565,7.5426977,Unknown,Agrola
8278567115,47.360375,8.793889,Lenzlinger Söhne AG,Unknown
8283191345,47.0916998,6.8409795,Unknown,Eni
8296551625,47.4618829,8.2444104,Voegtlin-Meyer,Voegtlin-Meyer
8308068118,47.3643909,9.3157311,Unknown,Unknown
8308068119,47.4426872,9.4680306,Unknown,Unknown
8308068120,46.7242797,7.0687385,Unknown,Unknown
8308068121,46.7495176,7.2058237,Unknown,Unknown
8308068122,46.9550164,7.2642018,Unknown,Unknown
8308068217,47.4071373,9.3095455,Unknown,Avia
8308068218,46.7577305,7.2090563,Unknown,Unknown
8308068220,46.8214389,7.1071176,Unknown,Unknown
8308068317,46.736086,7.0204126,Mini Prix,Mini Prix
8308068318,46.7266207,7.1354654,Unknown,Unknown
8308068417,46.8952853,7.1681614,Unknown,Unknown
8308068517,46.6189802,6.9822323,Unknown,Unknown
8308068518,46.5325365,6.8502345,Unknown,Unknown
8308068617,46.987712,6.9182069,Shell,Shell
8311303429,47.1926538,7.7093788,Unknown,Migrol
8311524949,47.0901428,7.5799876,Unknown,Unknown
8349863451,47.4750355,8.4811385,Unknown,Unknown
8357790358,47.4201113,8.2741527,Unknown,Unknown
8406421688,46.5578792,6.6358478,Unknown,BP
8422020064,47.5576214,7.5740822,Unknown,Shell
8478613548,47.7049065,8.6276122,Avia,Avia
8483997191,47.0629308,7.6165218,Coop,Unknown
8486421102,47.2075488,7.551712,Regio Energie Solothurn,Unknown
8489547481,46.1983284,8.750402,Unknown,Eni
8528145299,47.5517833,8.8648318,Bütikofer,Unknown
8539689215,46.8795677,7.0439852,Unknown,Eni
8544380874,47.6867256,8.7579241,Unknown,Unknown
8568950563,47.1280099,8.892057,Unknown,OIL!
8569355617,46.1983931,8.7502106,Unknown,Unknown
8614666888,47.3220389,9.5658712,Unknown,Unknown
8658071193,47.5732888,8.5601608,LANDI Buchberg Rüdlingen,Agrola
8708689896,47.1173085,7.293585,Unknown,Unknown
8714466441,47.5218943,8.8904804,Agrola,Unknown
8745217408,46.7433398,7.6273964,Unknown,Unknown
8781440145,47.3892962,8.2044935,Unknown,Unknown
8809275654,46.0088569,9.0086354,Unknown,Mondial Change
8816913332,47.1592285,7.5822115,Unknown,Migrol
8821677686,47.0654245,6.9298591,Unknown,Miniprix
8831061035,47.4611186,7.8200162,Unknown,Unknown
8862668023,46.5550461,7.3731734,Unknown,Unknown
8863909474,47.5485082,7.6284867,Coop Mineraloel,Coop
8872977825,46.3344625,9.5371058,Agip,Agip
8886970113,47.5648913,8.867495,Unknown,Unknown
8894409499,47.1144347,9.2588397,Unknown,Spurt
8897241656,46.9880195,7.3832881,Unknown,Agrola
8897803330,47.196558,8.4350498,BP,BP
8901334846,47.1544642,9.0304894,Autoland Reust AG,Tankstelle Autoland Reust - Günstig Tanken
8920626404,46.8009875,7.1226739,Unknown,Unknown
8922195925,46.5313088,9.874205,Unknown,Socar
8923044561,46.7975405,6.7540794,Unknown,Agrola
8930755050,47.550369,8.8541786,Tanner Oel,Tanner Oel
8963692502,46.616023,6.6597548,Unknown,Agrola
8975252778,46.466196,7.2861779,Unknown,Unknown
8990082844,47.5632306,7.5930238,Unknown,Ruedi Rüssel
9005199657,47.3251676,8.7859423,Unknown,Avia
9025347030,47.2959473,7.9323831,Agrola,Agrola
9028879510,47.2244303,6.9690656,Unknown,Unknown
9032304502,46.0324071,8.9227861,Unknown,Migrolino
9032714705,46.2289037,7.3449299,Unknown,Unknown
9032746232,46.2278206,7.3413792,Unknown,Unknown
9034117746,46.2255273,7.3320899,Unknown,Mini-Prix
9038994452,47.1938251,7.1420695,Unknown,Unknown
9040067319,46.2264635,7.3364342,Unknown,Unknown
9043472190,46.2245336,7.3092702,Unknown,Migrol
9043505782,46.9380747,6.670516,Unknown,Unknown
9050155305,47.0717197,8.379486,Unknown,Unknown
9069374017,46.2173995,7.3004324,Unknown,Tamoil
9069769511,46.2244627,7.3029534,Unknown,Coop
9074742122,46.9798965,7.7395374,Unknown,Unknown
9080804160,47.4186567,9.2485588,Unknown,Unknown
9081607347,46.7110859,9.4354918,LANDI Graubünden AG,Agrola
9094989413,46.2257946,7.2908757,Unknown,Eni
9097117332,47.4982955,8.75433,Petrol Tech GmbH,Etzelpark
9098957627,46.2660497,6.9542869,Unknown,Tamoil
9101412647,46.2097854,7.0063782,Unknown,Agip
9102042648,46.2125383,7.0055897,Unknown,Tamoil
9106167326,46.2225578,7.2989732,Unknown,Tamoil
9115798551,46.2238938,7.2995002,Unknown,Unknown
9149969124,47.3892741,8.2942862,Unknown,Unknown
9168386810,46.970341,7.4971224,Unknown,Agrola
9255380791,46.7977979,7.119166,Unknown,Tamoil
9267465681,46.3106978,7.530899,Unknown,Miniprix
9267711019,46.3041242,7.5394233,Unknown,Tamoil
9267750693,46.2881799,7.5212794,Unknown,BP
9267950391,46.4685376,7.28551,Unknown,Socar
9285352215,47.1491369,9.1428786,Unknown,Agrola
9289206906,46.6731761,6.9262151,Unknown,Tamoil
9303633585,46.7987465,7.1231284,Unknown,Migrol
9309047141,46.2280191,7.3656927,Unknown,Combustia
9349521108,47.4611631,8.5183392,Unknown,Avia
9404456365,46.2220024,7.2701784,Unknown,Combustia
9408619653,47.148369,6.8920997,Unknown,Gust'Oil
9417474043,46.8475394,7.2402522,Unknown,Unknown
9420034735,47.3807486,8.6828929,Coop Mineraloel,Coop
9421932696,47.3910658,6.9948542,Unknown,Unknown
9424019827,46.4421373,6.8874473,Unknown,Avia
9424019829,46.4409746,6.8910365,Unknown,Tamoil
9465566396,47.0005656,8.6100904,Unknown,Avia
9534195025,46.2368926,10.138189,Unknown,Eni
9543449501,46.2816428,7.5408561,Unknown,Unknown
9545730709,46.9002467,7.6964298,Auto-Haus Bowil,Ruedi Rüssel
9547965320,47.4272787,7.4143158,Unknown,Unknown
9555646299,46.9126104,7.2286349,Unknown,Unknown
9597538969,47.1221867,9.3158581,Unknown,Agrola
9600677418,46.8468215,9.5014895,Unknown,Unknown
9682129079,47.1929489,8.8790219,Unknown,Agrola
9687983298,46.8328554,6.8445127,Unknown,Unknown
9705296338,46.9010326,7.2448929,Unknown,Unknown
9768345585,47.4199227,9.3626561,Unknown,Avia
9775806410,47.3480203,7.915381,Unknown,Unknown
9784023917,47.1890951,7.973966,Shell,Shell
9788864247,47.0424706,7.3835997,Agrola,Agrola
9795472545,46.6841076,7.0915588,Unknown,Tamoil
9822086386,47.3342316,9.4628984,Kreuzgarage Eggerstanden AG,Unknown
9823820576,47.3998966,9.3593068,Eduard Waldburger AG,Spurt
9837839917,46.8153353,6.8949766,Unknown,Unknown
9846257247,46.7914507,7.160829,Tamoil,Tamoil
9864304769,46.5745112,6.928496,Unknown,Unknown
9873256042,45.8592572,8.9336602,Unknown,Unknown
9890010911,46.3380394,10.0606932,Unknown,Unknown
9903724144,46.0778788,7.1403642,Unknown,Miniprix
9909993062,46.5212191,6.5860549,Unknown,Socar
9913053661,46.1465185,7.1681404,Unknown,Agrola
9914493267,46.0538992,6.9514708,Unknown,BP
9915244118,47.1548108,8.7214644,Unknown,Agrola
9922434457,47.4072998,9.3025813,BP,BP
9931250917,46.7947659,9.8229588,Unknown,Unknown
9931694417,46.7976404,9.8277921,Unknown,Unknown
9938824490,46.7805095,7.0875182,Coop,Coop
9942407242,46.6992001,9.4523546,Unknown,Unknown
9949277157,47.4377167,9.3885251,Unknown,Avia
9949283932,47.4370362,9.3878786,Unknown,Avia
9950963590,47.3868161,9.5544133,Red Fox Oil,Red Fox
9960238434,47.526867,7.7012445,Unknown,BP
9965475815,46.2828504,6.9444274,Unknown,Migrol
9965923028,47.4621595,8.3285892,Unknown,Unknown
9967850151,47.409667,9.3334748,Unknown,Tamoil
9983081873,47.3319026,9.4128759,Unknown,Socar
9995677989,47.3412872,7.2100952,Unknown,Unknown
9997181589,46.3958224,9.2311288,ecsa,Unknown
10031143191,46.8153985,6.8895371,Unknown,Agrola
10031156992,46.8182886,6.9269308,Unknown,Unknown
10052226162,47.3323049,7.841259,Unknown,BP
10052272014,47.3719364,7.9874672,Unknown,Ruedi Rüssel
10068851677,47.441221,9.3933697,Unknown,Spurt
10075204701,46.3416864,8.9766634,Unknown,Eni
10080554886,46.682132,7.085098,Unknown,Shell
10080554887,46.6819186,7.0852697,Unknown,Shell
10081431035,47.6406736,9.1921632,Unknown,Unknown
10087517221,47.1525285,7.261475,Unknown,Shell
10100981031,46.6133942,7.0431579,Unknown,Agrola
10104394347,47.1430367,7.2500405,Unknown,Miniprix
10106228306,46.6233691,7.0564137,Unknown,Unknown
10119084857,46.5189812,6.4288912,Unknown,Eni
10125913623,47.2654585,8.1765253,Coop,Coop
10129914295,46.6834034,9.1372368,Unknown,Unknown
10148228397,47.3551309,7.9016963,Unknown,Unknown
10160267814,47.516341,8.6782876,Tamoil,Tamoil
10167697119,46.9903989,7.4772942,Tamoil,Tamoil
10178629981,46.8011975,7.1190206,Unknown,Die Posst
10184300017,47.7019568,8.4979809,Unknown,Unknown
10184308617,47.6842441,8.6121579,Unknown,Unknown
10225937410,47.0827914,7.3978637,Unknown,Independent
10229045903,47.4410326,9.2549845,Unknown,BP
10239196021,47.0483679,8.6162866,Unknown,Avia
10247624431,47.6531191,9.1785581,Unknown,Avia
10251388827,47.4153295,9.2647917,Petrol Tech GmbH,Etzelpark
10251448694,47.5267275,7.7010495,Unknown,BP
10254598355,46.6441223,6.6365102,Unknown,Agrola
10259118070,46.9198947,9.5539178,Unknown,Avia
10266055340,47.4140949,9.3114861,Unknown,Agrola
10266055344,47.4164065,9.3114971,Unknown,Avia
10284494736,47.1645918,8.2842403,Unknown,Unknown
10292982081,46.9545534,6.8483899,Centre de l'île,Unknown
10293612864,47.119149,7.243147,Shqiprim Salihu,Coop
10295608325,46.9250503,7.6247587,Schneider AG,Unknown
10297337892,46.9538117,6.8450267,Migros,Migrol
10301090417,47.4136465,9.2709945,Unknown,BP
10301090422,47.4135001,9.2705952,Coop,Coop
10302641193,47.3190444,9.1737481,Unknown,Independent
10371748183,46.298062,7.4061894,Combustia SA,Unknown
10539012266,47.3724409,8.0476793,Midland AG Hunzenschwil,Midland
10577618898,47.5436874,8.0965348,Unknown,Unknown
10584053766,46.4602078,6.8485416,Unknown,Unknown
10588981463,47.2970951,8.2305298,Unknown,Migrol
10592141971,47.3634557,9.1428257,Unknown,Agrola
10592396705,47.2645494,8.1741884,LANDI Hallwilersee,Agrola
10594105906,47.3698458,7.969045,Unknown,Unknown
10594373271,47.4279418,9.1285631,Unknown,Avia
10598764329,47.3822548,8.5224674,SBB,Unknown
10649533003,46.2069399,7.0077649,Unknown,Agrola
10678234782,46.6238527,6.8508641,Unknown,Unknown
10692702753,47.5452328,9.1810113,Unknown,Agrola
10692840962,47.4424648,9.4129017,Sprenger AG,Unknown
10701492029,46.6567027,6.5536326,Unknown,Unknown
10706845164,47.2584701,9.1412311,Unknown,Avia
10707802410,47.631078,8.7866392,Unknown,Agrola
10735410458,46.1811582,6.1435373,Unknown,Unknown
10778337376,47.445632,9.6481918,LANDI St. Margrethen AG,Agrola
10778637635,46.4659604,6.2586972,Unknown,Unknown
10779404861,46.5099353,6.6505911,Unknown,Mio
10819794959,47.4689633,8.1883313,Unknown,Unknown
10853978005,46.7827906,7.0590439,Unknown,Unknown
10873466298,47.5738509,8.5991929,Unknown,Avia
10875228533,47.1779326,8.5919977,Unknown,Agrola
10895857002,47.1265801,7.5532856,Garage Steiner,Unknown
10922072279,46.8733565,8.6503185,Unknown,Hubrol
10924914755,46.9784186,7.1969737,Gebr. Hürlimann AG,Unknown
10933576878,46.7864807,7.0792261,Unknown,Migrol
10949343842,46.7723986,9.196446,Unknown,Unknown
10963324378,46.8636738,8.7714392,Bolliger AG,Hubrol
10982335805,47.4856993,8.296717,Unknown,Unknown
11002965308,47.2638378,8.7260174,Unknown,Unknown
11011989907,46.6548239,6.901059,Unknown,Unknown
11022607283,46.8469856,9.5210285,Unknown,Socar
11023179026,47.0564169,7.0608198,Unknown,BP
11030760094,46.8461265,9.5118429,Unknown,Eni
11033130851,46.8484725,9.5141809,Unknown,BP
11042949086,46.7433135,8.994157,Unknown,Shell
11042949158,46.7095923,8.865347,Unknown,Unknown
11046161442,47.5276786,9.1956309,Unknown,Avia
11047768568,46.5508658,9.89062,Garage Amstad AG,Unknown
11062916975,47.0682006,7.60261,Unknown,Unknown
11064486156,47.3725389,6.8950731,Unknown,Unknown
11069339336,46.6184772,9.9973842,Schweizer Armee,BEBECO
11076106730,47.1496471,6.9909629,Unknown,Shell
11115100067,47.1730606,9.452538,Unknown,Unknown
11118897541,46.7884241,10.2698346,Unknown,Unknown
11118919303,47.3829981,9.5546386,Unknown,Avia
11143314072,47.4752485,9.1521361,Unknown,Agrola
11183642660,47.2106141,7.5282369,Coop,Coop
11185679536,46.2253583,7.2917323,Unknown,Shell
11247572502,47.2868609,8.6070774,Unknown,Unknown
11247572508,47.2979957,8.5979311,Unknown,Avia
11248519853,47.1840183,7.369846,Unknown,Migrol
11281280991,45.8349468,9.0311046,Unknown,Unknown
11281280992,45.8348728,9.0352614,Unknown,BP
11295917428,47.3481465,7.3190007,Paupe Station SA,Unknown
11300071656,47.4395698,7.5360001,Unknown,Avia
11304024244,47.5068962,7.9269273,Unknown,Unknown
11304024245,47.5023368,7.931026,Unknown,Unknown
11304024246,47.4975167,7.9316518,Unknown,Agrola
11323344293,47.3020303,8.8456263,Unknown,Avia
11329043056,47.2556356,8.687028,Unknown,Avia
11357088237,47.079877,8.131644,Unknown,Avia
11382477014,46.7735179,7.1620863,Unknown,Coop
11387433445,46.5693523,6.5501417,Bobst,Unknown
11431991828,47.560218,8.8968841,Unknown,Unknown
11446164240,47.4888862,8.5944169,Unknown,Agrola
11471042330,47.0490812,7.0351019,Unknown,Miniprix
11473182669,46.5203446,6.8322909,Unknown,Unknown
11486230578,47.3998792,8.6249075,Unknown,Tamoil
11486230579,47.3945209,8.6548163,Voegtlin-Meyer,Unknown
11486230581,47.3823596,8.6713659,Coop Mineraloel,Coop
11491797795,47.3700039,9.3414755,Unknown,Avia
11510637922,47.4455981,9.5356695,Unknown,Unknown
11527953025,46.516334,6.5407664,Garage Loyal,Unknown
11528384018,47.4926771,7.7215927,AAGL,Independent
11530474913,47.5695145,8.9146217,Unknown,Unknown
11531578139,47.1698136,9.4592347,Unknown,Unknown
11577930778,46.4870875,7.2030115,Unknown,Unknown
11660181226,47.717899,8.6613211,Unknown,Agrola
